CO_Concentration,Humidity,R1_Up_Slope,R1_Down_Slope,R2_Up_Slope,R2_Down_Slope,R3_Up_Slope,R3_Down_Slope,R4_Up_Slope,R4_Down_Slope,R5_Up_Slope,R5_Down_Slope,R6_Up_Slope,R6_Down_Slope,R7_Up_Slope,R7_Down_Slope,R8_Up_Slope,R8_Down_Slope,R9_Up_Slope,R9_Down_Slope,R10_Up_Slope,R10_Down_Slope,R11_Up_Slope,R11_Down_Slope,R12_Up_Slope,R12_Down_Slope,R13_Up_Slope,R13_Down_Slope,R14_Up_Slope,R14_Down_Slope
13.33,55.69,23.02,-5.89,27.24,-5.79,25.36,-6.34,14.31,-3.42,28.58,-6.21,28.27,-5.88,26.05,-6.51,5.57,-2.04,5.75,-1.57,4.49,-1.68,5.67,-1.58,5.84,-1.81,4.19,-1.72,5.77,-1.79
17.78,71.35,20.04,-5.65,26.02,-5.48,27.37,-6.01,9.09,-1.95,24.4,-5.36,23.71,-5.61,23.05,-5.82,7.86,-2.16,7.48,-1.81,6.64,-1.83,6.35,-2.14,6.87,-2.1,4.74,-1.8,4.96,-2.79
2.22,62.18,19.31,-5.39,21.56,-5.51,23.39,-5.72,12.42,-2.59,19.75,-5.39,22.49,-5.16,24.21,-5.92,5.3,-1.89,5.76,-1.54,4.09,-1.78,4.22,-1.95,5.45,-1.82,1.04,-1.47,3.59,-2.5
20,52.6702,9.78,-3.82,11.42,-4.05,12.08,-4.36,7.94,-2.52,12.87,-4.15,13.19,-4.05,12.53,-4.38,12.59,-3.62,10.93,-3.14,12.49,-3.65,14.19,-3.54,13.22,-3.58,11.45,-3.4,12.55,-3.86
15.56,42.38,10.24,-3.58,11.74,-3.9,13.18,-4.32,8.06,-2.91,12.99,-4.26,12.07,-4.0,12.52,-4.38,2.47,-1.28,0.17,-1.47,0.37,-1.32,2.1,-1.35,0.63,-1.78,0.21,-1.22,1.96,-1.39
20,40.27,10.47,-3.84,11.78,-4.37,13.74,-4.65,8.89,-2.96,13.02,-4.48,12.72,-4.17,13.45,-4.63,3.44,-1.4,3.2,-1.2,3.07,-1.18,2.73,-1.55,3.16,-1.34,2.44,-1.25,2.74,-1.69
4.44,60.66,10.54,-3.98,11.47,-4.12,13.38,-4.67,6.66,-2.29,12.67,-4.42,12.38,-4.18,11.48,-4.33,3.0,-1.1,0.67,-1.58,2.21,-1.29,2.7,-1.2,2.76,-1.22,1.89,-1.35,2.77,-1.3
15.56,33.37,11.08,-4.06,12.68,-4.36,14.45,-4.89,9.34,-3.26,13.64,-4.62,13.8,-4.46,13.99,-4.81,8.55,-2.85,7.21,-2.83,9.04,-2.82,7.94,-2.81,8.28,-2.76,7.54,-2.39,8.37,-2.92
6.67,53.67,11.12,-4.14,11.92,-4.23,13.83,-4.76,7.92,-2.68,13.61,-4.68,13.06,-4.35,14.2,-4.65,3.91,-1.41,3.33,-1.28,3.51,-1.21,3.4,-1.41,3.69,-1.44,2.78,-1.42,3.41,-1.56
2.22,31.75,11.56,-4.43,13.82,-4.53,13.23,-4.69,10.18,-3.13,14.48,-4.52,12.24,-3.47,13.83,-4.68,7.9,-2.63,6.99,-2.33,7.38,-2.5,6.94,-2.28,7.21,-2.4,6.67,-2.22,7.66,-2.39
11.11,51.64,11.9,-4.64,14.69,-4.82,14.14,-4.79,8.02,-2.63,13.24,-4.42,14.48,-4.39,14.81,-4.71,10.15,-3.12,10.66,-3.02,10.65,-3.33,10.08,-2.92,10.96,-3.37,9.0,-3.0,10.33,-3.39
2.22,61.64,11.42,-4.19,11.95,-3.92,12.44,-4.56,6.3,-2.13,13.6,-4.39,13.17,-4.12,13.14,-4.24,5.96,-1.8,4.5,-1.81,5.17,-1.67,5.05,-1.69,5.22,-1.88,4.14,-1.82,5.1,-1.96
13.33,63.58,11.61,-4.26,11.69,-4.09,12.77,-4.33,6.39,-2.03,12.23,-4.21,13.02,-4.01,13.5,-4.43,12.36,-3.37,9.78,-2.91,10.58,-3.14,10.09,-3.06,10.48,-3.28,8.12,-2.58,10.12,-3.32
4.44,52.63,10.85,-4.05,11.71,-4.16,12.55,-4.32,7.86,-2.62,11.81,-4.33,13.06,-4.29,12.4,-4.34,4.23,-1.63,3.94,-1.42,3.2,-1.72,3.85,-1.57,4.19,-1.63,3.26,-1.6,3.97,-1.74
6.67,26.31,10.95,-4.2,13.14,-4.3,13.78,-4.88,10.03,-3.28,13.43,-4.84,13.51,-4.42,14.82,-4.77,9.16,-2.86,8.28,-2.75,9.25,-3.08,9.23,-2.84,8.86,-2.91,7.86,-2.79,8.46,-3.13
0,54.63,10.95,-4.2,12.71,-4.65,14.13,-4.72,8.24,-2.54,13.91,-4.71,13.79,-4.53,14.27,-4.92,8.35,-2.45,6.65,-2.47,7.15,-2.58,7.15,-2.35,7.07,-2.51,6.73,-2.25,7.03,-2.66
15.56,52.6,11.57,-4.24,13.14,-4.31,14.31,-4.85,8.54,-2.63,13.91,-4.64,13.63,-4.41,14.81,-4.71,14.31,-4.06,12.09,-3.43,12.73,-3.67,13.14,-3.7,13.98,-3.74,12.15,-3.55,12.93,-3.81
8.89,48.52,12.05,-4.49,13.55,-4.81,12.79,-4.69,7.88,-2.84,14.0,-4.52,13.05,-4.35,13.8,-4.83,3.82,-1.32,3.52,-1.27,3.19,-1.24,3.27,-1.43,3.47,-1.52,2.76,-1.41,3.38,-1.46
15.56,39.16,12.08,-4.79,13.22,-4.41,14.88,-5.12,9.48,-3.16,14.93,-5.14,13.7,-4.22,14.2,-4.66,6.24,-2.25,5.86,-1.99,5.96,-2.02,5.72,-1.94,5.57,-2.17,5.3,-1.71,6.0,-2.2
13.33,50.05,11.75,-4.66,14.6,-5.18,14.12,-4.86,8.38,-2.8,15.11,-5.2,12.79,-4.27,13.65,-4.48,3.89,-1.41,3.41,-1.31,3.14,-1.3,3.28,-1.44,3.47,-1.52,2.96,-1.37,3.66,-1.34
15.56,33.32,11.85,-4.7,13.09,-4.94,13.9,-5.1,9.28,-3.3,15.2,-4.9,13.28,-4.71,15.18,-5.31,4.71,-1.6,4.21,-1.52,4.06,-1.49,3.99,-1.46,4.13,-1.71,3.76,-1.29,4.1,-1.7
8.89,60.56,12.05,-4.49,11.22,-3.28,12.78,-4.61,7.12,-2.41,14.17,-4.88,12.72,-4.51,14.33,-4.7,4.33,-1.79,4.13,-1.4,3.68,-1.35,3.69,-1.33,4.06,-1.56,3.02,-1.57,3.27,-1.95
11.11,32.77,11.51,-4.49,13.36,-4.45,13.88,-5.01,9.98,-3.38,15.27,-5.26,13.33,-3.9,15.1,-4.95,7.18,-2.28,6.3,-2.13,6.43,-2.21,5.86,-2.08,6.24,-2.11,5.59,-1.89,6.41,-2.17
0,50.54,11.2,-4.56,13.19,-4.06,13.23,-4.7,8.0,-2.84,14.08,-4.77,14.41,-4.73,14.12,-4.86,5.51,-1.95,4.63,-1.82,5.07,-1.72,4.69,-1.74,5.26,-1.98,4.0,-2.0,4.86,-2.06
15.56,54.08,11.77,-4.52,13.87,-4.84,14.62,-4.95,7.88,-2.75,13.79,-4.6,14.32,-4.34,14.12,-4.78,12.99,-3.63,11.99,-3.63,12.14,-3.86,14.64,-3.76,13.68,-4.02,11.93,-3.67,13.44,-4.07
17.78,42.82,11.75,-4.66,13.1,-4.37,13.61,-4.99,8.42,-3.04,13.59,-4.38,12.91,-4.3,14.39,-5.04,3.74,-1.27,3.63,-1.31,2.77,-1.52,3.38,-1.24,3.34,-1.64,2.63,-1.44,3.26,-1.6
11.11,50.03,11.57,-4.23,12.67,-4.41,12.65,-4.83,7.99,-2.83,13.63,-4.6,13.16,-4.58,13.08,-4.78,3.07,-1.45,3.0,-1.2,2.8,-1.14,2.66,-1.42,3.02,-1.45,2.43,-1.37,2.79,-1.57
0,69.29,11.02,-4.11,12.21,-3.82,13.4,-4.61,5.19,-1.76,13.07,-4.5,11.84,-4.2,12.04,-4.49,5.45,-1.97,4.99,-1.69,4.85,-1.67,4.81,-1.63,5.13,-1.88,3.84,-1.48,4.86,-1.87
11.11,55.58,10.87,-4.17,13.17,-4.53,14.0,-4.67,7.97,-2.49,13.26,-4.21,12.7,-4.17,13.95,-4.5,12.07,-3.9,11.97,-3.45,13.54,-3.84,13.37,-3.77,13.51,-3.98,11.43,-3.52,14.13,-3.95
13.33,59.56,11.17,-4.1,12.67,-4.43,14.01,-4.75,7.08,-2.36,12.4,-4.2,12.33,-4.05,12.92,-4.45,5.43,-1.93,5.0,-1.89,4.79,-1.84,4.7,-1.88,5.42,-1.96,3.8,-1.81,4.68,-2.22
15.56,27.36,11.62,-4.29,14.6,-5.45,12.66,-4.52,9.5,-3.19,12.59,-4.29,12.78,-4.22,13.65,-4.43,4.26,-1.52,4.65,-1.56,3.94,-1.52,3.75,-1.82,4.42,-1.68,3.25,-1.64,4.33,-1.65
17.78,44.89,11.58,-4.24,12.87,-4.77,14.09,-5.08,8.61,-3.01,13.64,-4.62,13.64,-4.48,13.84,-4.76,3.45,-1.64,3.44,-1.38,2.99,-1.37,2.82,-1.65,3.52,-1.52,2.67,-1.43,3.46,-1.58
2.22,69.27,11.65,-4.07,11.92,-4.23,12.55,-4.68,4.96,-1.79,11.8,-4.4,12.91,-4.3,12.04,-4.42,3.06,-1.5,2.89,-1.11,2.41,-1.25,2.89,-1.2,3.11,-1.29,2.33,-1.21,3.07,-1.27
8.89,51.54,11.76,-4.52,14.09,-4.63,13.21,-4.7,9.02,-2.96,14.06,-4.77,12.44,-3.53,14.67,-4.66,11.77,-3.63,10.58,-3.47,11.84,-3.41,11.69,-3.0,11.98,-3.45,9.86,-3.24,11.0,-3.5
0,69.26,12.09,-4.43,13.54,-4.44,13.5,-4.87,4.92,-1.82,12.53,-4.24,12.49,-4.29,13.96,-4.5,6.3,-2.24,5.75,-2.01,5.96,-1.99,5.46,-2.06,5.98,-2.12,4.48,-1.82,5.88,-2.22
17.78,27.7416,12.01,-4.68,13.8,-4.47,14.14,-4.72,10.47,-3.44,14.66,-4.97,13.58,-4.67,15.13,-4.81,14.02,-3.92,11.81,-3.65,14.58,-4.08,14.91,-3.73,15.38,-4.18,13.7,-4.01,14.82,-4.21
4.44,31.68,12.74,-4.46,13.28,-4.71,14.2,-5.21,10.14,-3.6,15.1,-5.54,14.05,-4.68,14.39,-5.03,3.13,-1.51,3.09,-1.18,2.7,-1.12,2.95,-1.22,3.32,-1.37,2.43,-1.4,3.35,-1.15
11.11,45.9,13.01,-4.86,14.18,-4.73,14.4,-4.96,9.24,-3.09,16.22,-5.24,14.52,-4.77,15.41,-4.98,11.33,-3.31,8.72,-2.96,9.38,-3.18,9.88,-3.09,10.13,-2.96,8.36,-2.84,9.52,-2.98
17.78,23.52,13.58,-4.98,13.72,-4.72,14.24,-5.14,10.62,-3.32,16.02,-4.76,14.88,-4.89,14.2,-5.13,5.21,-2.09,5.18,-1.81,5.07,-1.8,4.64,-1.36,5.37,-2.06,3.81,-1.94,5.45,-1.97
4.44,66.36,11.6,-4.57,12.75,-4.57,13.75,-5.01,5.9,-1.99,14.47,-5.03,13.05,-4.39,12.2,-4.81,3.39,-1.24,3.12,-1.14,2.5,-1.17,2.85,-1.17,2.89,-1.49,2.31,-1.32,2.8,-1.44
13.33,55.55,12.07,-4.22,12.38,-4.39,14.53,-4.68,7.87,-2.46,15.03,-4.85,13.62,-4.47,13.66,-4.78,10.17,-3.44,8.8,-2.89,9.32,-3.16,9.76,-3.05,9.24,-3.13,8.34,-2.69,9.8,-3.06
17.78,61,11.57,-4.24,13.04,-4.56,12.85,-4.64,6.32,-2.34,12.76,-4.32,12.97,-4.19,13.44,-4.63,4.71,-1.89,4.79,-1.7,4.34,-1.66,3.81,-1.91,4.69,-1.91,3.49,-1.68,4.31,-1.97
11.11,26.8,11.94,-4.45,13.69,-4.85,12.79,-4.69,9.9,-3.35,14.43,-4.73,13.06,-4.35,13.16,-4.83,3.6,-1.16,3.35,-1.21,2.9,-1.13,2.88,-1.25,3.3,-1.14,2.5,-1.37,2.93,-1.44
2.22,20.76,13.25,-5.25,14.33,-4.78,15.97,-5.15,11.35,-3.55,17.26,-5.21,15.22,-5.0,15.02,-5.09,5.9,-2.13,5.55,-1.88,5.42,-1.87,5.35,-1.7,5.4,-2.1,4.94,-1.81,5.29,-2.03
13.33,18.54,15.37,-5.87,16.64,-5.1,16.79,-5.93,15.22,-4.07,20.09,-5.37,18.57,-5.32,19.62,-5.71,12.98,-3.78,10.83,-3.49,11.88,-3.64,12.24,-3.69,12.7,-3.89,11.45,-3.8,11.89,-3.82
2.22,32.75,16.4,-5.65,15.12,-5.46,15.55,-5.61,11.58,-3.93,17.88,-6.06,18.81,-5.5,17.73,-5.72,4.84,-1.64,4.53,-1.64,4.29,-1.57,4.32,-1.58,4.27,-1.98,4.38,-1.51,4.32,-1.79
15.56,42.79,15.51,-5.34,15.48,-5.41,16.75,-5.24,11.37,-3.33,17.89,-5.16,17.46,-5.03,16.89,-5.29,12.07,-3.38,12.38,-3.41,13.06,-3.82,11.95,-3.81,11.54,-4.04,11.81,-3.7,12.36,-3.75
11.11,19.65,13.87,-5.65,16.48,-5.07,17.78,-5.65,13.13,-4.1,17.72,-5.18,17.48,-5.03,17.33,-5.87,4.09,-1.37,3.75,-1.5,3.48,-1.42,3.15,-1.61,3.93,-1.79,3.66,-1.32,3.32,-1.78
20,52.03,14.28,-5.33,14.95,-4.99,14.05,-5.16,8.85,-2.77,15.99,-4.83,15.25,-4.7,15.92,-5.14,7.17,-2.28,5.92,-2.01,5.72,-1.97,5.59,-1.93,6.12,-1.85,4.92,-1.89,5.59,-2.15
2.22,42.27,11.73,-4.58,12.62,-4.48,14.2,-5.21,9.5,-3.22,14.48,-5.07,13.32,-4.38,14.22,-4.9,2.92,-1.21,2.96,-1.07,0.7,-1.64,1.56,-1.64,2.88,-1.34,0.88,-2.06,2.89,-1.13
20,52.03,12.48,-4.87,12.92,-4.44,14.38,-5.11,8.75,-2.92,13.78,-4.67,13.89,-4.28,15.8,-5.1,12.98,-3.74,11.48,-3.48,12.5,-3.85,12.03,-3.6,12.09,-3.97,12.35,-3.61,13.88,-4.0
6.67,44.35,12.28,-4.51,12.75,-4.53,14.11,-4.86,9.1,-3.04,13.88,-4.78,13.27,-4.64,13.29,-4.96,2.76,-1.43,2.85,-1.1,0.64,-1.55,2.24,-1.29,2.96,-1.3,0.76,-1.77,2.69,-1.25
17.78,47.44,12.07,-4.71,13.12,-4.58,13.54,-4.59,8.9,-3.02,14.87,-4.48,13.61,-4.54,14.32,-4.7,10.01,-3.18,7.55,-2.68,8.82,-2.66,8.24,-2.58,7.69,-2.95,7.27,-2.46,8.65,-2.93
0,43.83,11.52,-4.22,11.74,-4.35,13.29,-4.57,8.44,-2.81,13.74,-4.73,12.09,-4.22,12.53,-4.67,3.67,-1.26,3.21,-1.22,2.81,-1.17,2.98,-1.16,3.01,-1.56,2.58,-1.34,3.25,-1.34
13.33,69.23,10.76,-4.13,12.66,-4.36,13.36,-4.75,5.11,-1.82,12.18,-4.13,13.07,-4.29,13.94,-4.5,13.86,-3.66,12.63,-3.61,12.34,-3.87,14.59,-3.65,13.97,-2.0,9.57,-2.95,13.54,-3.93
6.67,71.61,10.11,-4.01,11.74,-3.92,12.32,-4.24,4.63,-1.55,10.72,-3.93,11.98,-4.25,12.4,-4.34,4.69,-1.59,4.3,-1.55,3.71,-1.54,4.09,-1.48,4.59,-1.68,3.36,-1.16,4.38,-1.71
20,55.55,10.92,-4.07,11.82,-4.13,12.31,-4.24,7.26,-2.42,12.46,-4.29,12.91,-4.24,12.77,-4.19,9.87,-2.93,6.8,-2.57,7.55,-2.56,7.67,-2.56,7.39,-2.66,6.67,-2.15,8.28,-2.63
0,50.51,11.12,-4.14,11.95,-3.98,11.64,-4.26,7.5,-2.54,11.8,-4.32,11.52,-4.02,11.73,-4.37,2.9,-1.27,0.69,-1.65,0.68,-1.68,2.4,-1.16,2.76,-1.28,0.86,-2.42,2.55,-1.25
8.89,60.52,10.54,-3.87,12.67,-4.36,12.6,-4.55,6.71,-2.35,12.52,-4.18,12.7,-4.11,13.17,-4.46,13.09,-3.61,12.18,-3.64,14.31,-4.12,13.68,-3.67,13.66,-3.85,10.91,-3.36,14.4,-3.86
4.44,27.36,11.66,-4.26,12.78,-4.18,14.14,-4.85,10.29,-3.42,13.0,-4.39,12.37,-4.3,13.7,-4.7,6.7,-2.23,6.25,-2.18,6.0,-2.29,6.14,-2.04,6.5,-2.34,5.45,-2.05,6.46,-2.43
13.33,32.8023,12.39,-4.62,13.63,-4.54,13.68,-4.71,10.24,-3.42,14.61,-4.95,14.36,-4.71,14.79,-4.77,11.33,-3.6,8.86,-2.95,9.78,-3.11,10.05,-2.85,9.7,-3.08,8.27,-2.8,9.54,-3.13
2.22,59.56,11.21,-4.44,12.27,-4.35,13.2,-4.84,6.97,-2.47,13.37,-4.9,13.33,-4.37,13.8,-4.83,5.36,-1.82,4.69,-1.69,4.49,-1.65,4.59,-1.46,4.58,-1.89,4.18,-1.44,5.04,-1.73
20,25.19,12.49,-4.38,13.47,-4.49,15.13,-4.88,11.85,-3.52,16.87,-5.09,15.18,-4.44,15.58,-5.03,12.56,-3.62,10.44,-3.48,12.55,-3.73,12.17,-3.23,12.96,-3.79,11.69,-3.53,12.52,-3.61
6.67,45.95,13.63,-4.78,13.0,-4.62,13.66,-4.41,8.77,-3.17,14.57,-4.78,13.74,-4.58,14.07,-4.85,2.88,-1.34,0.67,-1.51,0.64,-1.6,2.36,-1.2,2.7,-1.33,0.79,-2.34,2.48,-1.29
15.56,59.6,12.16,-4.53,13.1,-4.37,14.25,-4.91,7.08,-2.36,14.93,-5.14,13.17,-4.33,14.48,-4.75,9.17,-2.91,7.86,-2.62,8.22,-2.44,8.25,-2.62,8.13,-2.58,6.71,-2.28,8.17,-2.73
4.44,61.09,10.5,-4.03,12.78,-4.13,12.46,-4.5,6.87,-2.29,12.87,-4.43,12.48,-4.29,12.44,-4.49,4.21,-1.62,3.81,-1.53,3.85,-1.39,2.99,-1.84,4.22,-1.59,2.98,-1.6,3.05,-2.18
0,26.3,11.12,-4.41,12.62,-4.41,14.07,-4.47,10.06,-3.41,15.03,-4.54,13.32,-4.44,15.43,-4.98,11.12,-3.08,8.45,-3.0,10.59,-3.2,9.88,-3.0,9.57,-3.19,9.26,-2.75,10.46,-3.06
8.89,51.61,11.79,-4.32,14.1,-4.55,14.76,-4.92,8.42,-2.77,14.51,-4.91,13.59,-4.67,14.99,-4.76,13.06,-3.9,12.27,-3.84,13.66,-3.87,14.49,-1.95,13.67,-4.14,12.88,-3.76,14.42,-4.09
6.67,43.91,12.27,-4.3,13.27,-4.64,13.47,-4.94,8.42,-2.99,13.32,-4.52,12.71,-4.44,13.64,-4.7,6.59,-2.38,5.95,-2.11,5.81,-2.1,5.98,-2.03,6.13,-2.21,5.48,-1.89,6.21,-2.28
4.44,47.03,10.99,-3.98,12.31,-4.24,14.15,-4.73,8.89,-2.97,13.38,-4.54,12.97,-4.2,13.13,-5.06,8.19,-2.57,6.96,-2.4,7.75,-2.43,6.91,-2.38,7.24,-2.53,6.7,-2.24,7.49,-2.62
8.89,31.75,11.78,-4.32,14.52,-4.77,14.39,-5.19,9.91,-3.46,14.06,-4.69,13.93,-4.5,13.47,-4.86,9.45,-3.1,9.56,-2.9,9.71,-3.24,8.91,-2.88,9.76,-3.05,8.59,-2.87,9.23,-3.23
0,50.62,11.78,-4.59,12.92,-4.44,13.58,-4.53,8.5,-2.83,14.07,-4.76,13.78,-4.46,13.97,-4.74,6.32,-2.21,5.83,-2.16,5.56,-2.22,5.84,-2.04,6.51,-2.17,5.26,-2.02,6.2,-2.34
4.44,67.49,11.76,-4.11,12.62,-4.14,13.81,-4.45,5.22,-1.85,13.47,-4.28,12.79,-4.2,13.8,-4.75,15.05,-3.98,12.03,-3.49,12.93,-3.98,13.08,-3.79,13.44,-3.6,10.46,-3.06,13.7,-3.88
8.89,37.11,11.06,-4.06,12.29,-4.23,13.05,-4.36,9.68,-3.23,13.36,-4.53,12.55,-4.06,13.94,-4.43,10.23,-3.2,7.95,-2.95,9.44,-2.95,8.18,-2.99,9.13,-2.63,8.43,-2.64,9.58,-2.95
11.11,49.62,11.91,-4.64,12.92,-4.44,13.65,-4.92,7.86,-2.92,12.51,-4.44,12.96,-4.19,13.29,-4.5,6.59,-1.93,5.97,-2.09,6.03,-2.14,5.18,-2.16,5.95,-2.24,5.39,-1.83,5.74,-2.43
6.67,32.3,11.73,-4.58,14.19,-4.73,13.75,-4.96,9.56,-3.24,14.93,-5.14,13.61,-4.54,14.78,-4.85,5.78,-2.09,5.29,-1.79,5.14,-1.77,4.71,-1.7,5.02,-1.6,4.51,-1.56,5.32,-1.81
4.44,34.98,12.07,-4.79,13.12,-4.66,14.96,-4.82,11.03,-3.28,16.7,-5.04,15.26,-4.77,14.51,-4.92,8.21,-2.96,7.28,-2.43,7.65,-2.59,7.62,-2.42,7.6,-2.57,6.86,-2.36,7.7,-2.61
11.11,30.14,13.69,-5.11,14.33,-4.78,15.55,-5.27,11.27,-3.58,17.61,-5.59,15.99,-5.0,16.98,-5.12,10.5,-3.28,8.86,-2.95,10.08,-2.99,9.42,-3.04,9.77,-3.1,8.97,-2.9,9.94,-3.16
6.67,64.1006,12.39,-4.34,12.85,-4.28,13.4,-4.61,5.9,-2.13,11.49,-4.48,12.9,-4.3,13.51,-4.73,5.41,-1.83,4.67,-1.79,4.46,-1.74,4.53,-1.74,5.11,-1.87,3.31,-1.88,4.82,-1.85
8.89,48.08,11.51,-4.29,12.38,-4.39,13.32,-4.89,8.12,-2.88,13.1,-4.81,13.18,-4.32,13.52,-4.73,8.73,-2.73,6.99,-2.48,7.73,-2.45,7.69,-2.25,7.52,-2.55,6.79,-2.34,7.83,-2.65
13.33,28.52,13.89,-4.71,16.37,-4.61,16.09,-5.01,11.33,-3.42,17.9,-5.49,14.29,-4.54,16.24,-4.72,7.8,-2.23,7.43,-2.12,7.21,-2.25,6.93,-2.12,7.43,-2.16,6.7,-1.95,7.71,-2.24
15.56,38.7,14.76,-4.92,14.2,-4.81,16.45,-5.04,11.13,-3.36,17.28,-5.29,15.79,-5.01,15.44,-5.14,5.31,-1.52,4.58,-1.57,4.12,-1.54,4.56,-1.4,4.78,-1.81,4.22,-1.41,4.89,-1.6
8.89,36.57,14.61,-4.87,15.66,-5.65,16.45,-5.04,11.53,-3.48,17.49,-5.36,15.4,-5.22,14.53,-5.17,3.99,-1.58,3.75,-1.38,3.51,-1.31,3.7,-1.3,3.84,-1.64,3.68,-1.23,4.24,-1.39
6.67,30.13,16.28,-5.42,15.37,-4.88,18.03,-5.52,11.81,-3.75,19.01,-5.73,16.24,-4.82,17.15,-4.9,7.7,-2.48,6.68,-2.3,6.72,-2.35,7.09,-2.17,7.13,-2.34,7.21,-2.06,7.27,-2.38
2.22,44.45,14.23,-5.07,16.59,-4.53,15.63,-4.71,10.29,-3.01,14.8,-5.02,15.82,-4.95,16.14,-5.21,10.11,-2.8,8.81,-2.58,9.15,-2.57,7.87,-2.67,9.48,-2.67,9.31,-2.43,10.24,-2.68
0,26.33,15.71,-5.24,15.13,-5.13,16.8,-5.07,12.3,-3.6,18.52,-5.42,16.77,-5.25,17.51,-4.85,16.76,-4.58,12.55,-3.62,13.71,-4.08,14.21,-3.41,14.17,-3.87,13.53,-3.81,13.69,-3.74
4.44,64.08,13.56,-4.44,15.11,-4.65,15.03,-4.77,6.45,-2.15,13.92,-4.64,15.08,-4.34,15.31,-4.86,14.65,-3.77,13.65,-3.9,14.84,-3.93,14.93,-3.78,15.93,-3.93,12.46,-3.64,15.66,-4.09
0,42.35,11.86,-4.43,13.53,-4.44,15.66,-5.06,10.09,-3.16,14.3,-4.55,14.17,-4.36,14.97,-4.84,10.39,-3.25,9.89,-3.0,10.19,-3.19,8.65,-2.14,10.17,-3.18,9.95,-2.96,11.16,-3.27
20,55.16,12.23,-4.28,13.55,-4.44,15.19,-4.58,7.8,-2.6,14.48,-4.6,14.49,-4.46,14.83,-4.78,15.51,-3.51,13.56,-3.79,15.5,-4.53,15.91,-3.97,15.8,-3.95,13.97,-3.81,15.84,-4.32
17.78,21.91,15.3,-5.8,16.8,-5.78,17.54,-5.85,12.86,-3.62,19.12,-6.69,18.34,-5.53,17.38,-5.41,3.08,-1.15,3.21,-1.12,0.21,-1.15,0.4,-1.24,3.12,-1.34,0.25,-1.93,2.79,-1.27
13.33,48.02,18.31,-5.28,20.79,-5.28,21.07,-5.1,12.55,-2.94,21.16,-5.04,18.37,-5.04,18.98,-5.47,5.1,-1.42,5.21,-1.34,3.86,-1.27,4.21,-1.28,4.57,-1.61,4.29,-1.22,4.9,-1.39
17.78,66.45,14.76,-4.48,16.22,-4.35,18.37,-4.71,7.23,-1.97,16.19,-4.48,17.02,-4.56,17.77,-4.63,6.52,-1.64,6.18,-1.68,5.46,-1.63,4.76,-1.63,5.6,-1.92,5.17,-1.43,6.28,-1.74
2.22,57.62,13.82,-4.22,15.43,-4.16,16.74,-4.74,8.91,-2.44,16.48,-4.67,15.64,-4.22,17.21,-4.59,5.23,-1.35,4.86,-1.33,4.04,-1.21,4.28,-1.19,4.31,-1.62,4.29,-1.13,5.14,-1.35
20,48.98,12.53,-6.4,13.69,-6.54,14.23,-6.19,9.05,-4.04,14.02,-6.26,14.37,-6.28,14.8,-6.29,14.74,-5.2,13.27,-4.76,13.98,-5.31,15.34,-5.11,13.75,-5.5,13.54,-4.78,13.64,-5.68
15.56,39.12,12.29,-6.28,13.91,-6.22,13.83,-6.46,9.57,-4.37,15.13,-7.06,13.56,-5.65,13.38,-6.24,2.54,-1.76,0.29,-1.08,0.28,-1.4,1.9,-2.14,2.15,-1.91,0.28,-1.32,2.31,-1.7
20,37.54,12.19,-6.53,13.27,-6.35,13.89,-6.79,10.24,-4.68,14.42,-6.9,13.9,-6.09,13.92,-6.36,3.58,-1.92,3.55,-1.73,3.25,-1.62,3.19,-1.57,3.21,-2.22,2.43,-2.02,3.33,-1.98
4.44,58.54,12.12,-6.43,13.43,-6.24,13.45,-6.09,7.65,-3.63,12.17,-5.9,13.07,-5.67,13.42,-6.21,2.67,-2.15,2.82,-1.53,2.19,-1.76,2.3,-2.08,2.66,-2.06,2.31,-1.9,2.63,-1.98
15.56,30.6,11.9,-6.22,14.52,-6.35,13.94,-6.67,10.57,-4.62,14.77,-6.03,14.8,-5.92,14.72,-6.58,10.22,-4.47,8.75,-4.01,9.91,-4.13,9.42,-3.55,9.22,-4.04,8.48,-3.54,10.01,-4.08
6.67,52.54,11.26,-6.43,13.48,-5.9,13.96,-6.37,7.81,-3.91,14.62,-6.53,12.55,-6.28,13.74,-6.71,4.26,-1.99,3.85,-1.88,3.54,-1.77,3.48,-1.82,3.51,-2.43,3.37,-1.68,3.62,-2.15
2.22,29.52,12.56,-6.66,15.62,-7.25,14.38,-6.51,10.44,-4.62,15.34,-6.33,15.0,-6.38,14.97,-6.63,8.39,-3.8,8.54,-3.46,7.8,-3.46,6.54,-3.69,7.9,-3.58,7.3,-3.3,8.09,-3.66
11.11,50.5,12.52,-6.26,13.27,-6.22,15.21,-6.95,9.35,-3.9,16.4,-6.84,14.36,-6.29,14.7,-6.57,12.58,-4.88,10.69,-4.2,12.58,-5.35,12.19,-4.37,11.61,-4.74,10.54,-4.49,11.8,-4.82
2.22,61.49,11.27,-6.02,13.15,-5.63,13.79,-6.59,6.8,-3.18,12.53,-5.99,12.63,-5.79,13.21,-6.31,6.05,-2.76,5.08,-2.71,5.37,-2.4,4.9,-2.67,5.52,-2.82,4.93,-2.41,5.53,-2.82
